id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,playoff
401693677,2024,1,regular,2024-08-24T04:00:00.000Z,True,True,True,False,,,,124179,Lincoln (CA),ii,Independent DII,7.0,"[0, 0, 0, 7]",,,,108382,College of Idaho,,,45.0,"[14, 7, 14, 10]",,,,,,,
401635525,2024,1,regular,2024-08-24T16:00:00.000Z,False,True,True,True,47998.0,3504.0,Aviva Stadium,59,Georgia Tech,fbs,ACC,24.0,"[7, 7, 0, 10]",0.9913955304658811,1497.0,1513.0,52,Florida State,fbs,ACC,21.0,"[8, 6, 0, 7]",0.008604469534118864,1692.0,1676.0,7.822223962,,Aer Lingus College Football Classic,
401654665,2024,1,regular,2024-08-24T19:30:00.000Z,False,True,False,False,16125.0,3827.0,"Memorial Stadium (Stephenville, TX)",2627,Tarleton State,fcs,UAC,26.0,"[16, 10, 0, 0]",0.054366198232126725,,,2377,McNeese,fcs,Southland,23.0,"[7, 0, 3, 13]",0.9456338017678733,,,5.5640247878,,,
401643697,2024,1,regular,2024-08-24T20:00:00.000Z,False,True,False,False,17314.0,3971.0,University Stadium (NM),167,New Mexico,fbs,Mountain West,31.0,"[10, 14, 7, 0]",0.30110066648514766,1234.0,1234.0,147,Montana State,fcs,Big Sky,35.0,"[0, 14, 0, 21]",0.6988993335148523,,,4.9273181699,,,
401654662,2024,1,regular,2024-08-24T23:00:00.000Z,False,True,True,False,4358.0,3689.0,Cramton Bowl,2546,Southeast Missouri State,fcs,Big South-OVC,37.0,"[7, 6, 8, 16]",0.994947815730074,,,2453,North Alabama,fcs,UAC,15.0,"[8, 7, 0, 0]",0.005052184269926041,,,7.1719013459,,FCS Kickoff,
401636372,2024,1,regular,2024-08-24T23:30:00.000Z,False,True,True,False,22210.0,4246.0,Center Parc Stadium,2450,Norfolk State,fcs,MEAC,23.0,"[14, 0, 3, 6]",0.918362106299498,,,50,Florida A&M,fcs,SWAC,24.0,"[7, 3, 14, 0]",0.081637893700502,,,4.6903128028,,Cricket MEAC/SWAC Challenge Kickoff,
401643696,2024,1,regular,2024-08-25T00:00:00.000Z,False,True,False,False,20263.0,3816.0,Mackay Stadium,2440,Nevada,fbs,Mountain West,24.0,"[7, 10, 7, 0]",0.1027094743544201,1222.0,1243.0,2567,SMU,fbs,ACC,29.0,"[0, 10, 3, 16]",0.8972905256455799,1690.0,1669.0,7.6714922497,,,
401643858,2024,1,regular,2024-08-25T03:59:00.000Z,False,True,False,False,12206.0,7220.0,Clarence T.C. Ching Athletics Complex,62,Hawai'i,fbs,Mountain West,35.0,"[14, 0, 7, 14]",0.9564689570884497,1227.0,1227.0,2169,Delaware State,fcs,MEAC,14.0,"[0, 7, 7, 0]",0.0435310429115503,,,5.224356278,,,
401675545,2024,1,regular,2024-08-29T04:00:00.000Z,True,True,False,True,,6123.0,Jackson Field,2834,Sul Ross State,ii,Lone Star,21.0,"[0, 7, 14, 0]",,,,2704,West Texas,ii,Lone Star,42.0,"[0, 21, 7, 14]",,,,,,,
401674318,2024,1,regular,2024-08-29T22:00:00.000Z,False,True,False,False,,3950.0,Superior Dome,128,Northern Michigan,ii,GLIAC,7.0,"[0, 0, 0, 7]",,,,134,Minnesota Duluth,ii,Northern Sun,35.0,"[6, 7, 15, 7]",,,,,,,
401673370,2024,1,regular,2024-08-29T22:00:00.000Z,False,True,False,False,,3663.0,Burke-Tarr Stadium,2105,Carson Newman,ii,South Atlantic,50.0,"[7, 19, 17, 7]",,,,2890,Reinhardt,,,7.0,"[0, 7, 0, 0]",,,,,,,
401673041,2024,1,regular,2024-08-29T22:00:00.000Z,False,True,False,False,6155.0,3774.0,Jayne Stadium,2413,Morehead State,fcs,Pioneer,17.0,"[0, 10, 0, 7]",,,,2119,Central State,ii,SIAC,10.0,"[0, 10, 0, 0]",,,,,,,
401628580,2024,1,regular,2024-08-29T22:00:00.000Z,False,True,False,False,5421.0,717.0,Villanova Stadium,222,Villanova,fcs,CAA,24.0,"[10, 7, 7, 0]",0.23680753263995083,,,2754,Youngstown State,fcs,MVFC,17.0,"[0, 3, 7, 7]",0.7631924673600492,,,4.2684188077,,,
401628458,2024,1,regular,2024-08-29T22:00:00.000Z,False,True,False,False,47803.0,6577.0,SHI Stadium,164,Rutgers,fbs,Big Ten,44.0,"[7, 10, 14, 13]",0.9969831120621432,1460.0,1460.0,47,Howard,fcs,MEAC,7.0,"[0, 7, 0, 0]",0.003016887937856816,,,4.6819518771,,,
401634299,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,56919.0,3670.0,Carter-Finley Stadium,152,NC State,fbs,ACC,38.0,"[7, 7, 3, 21]",0.9918432913255499,1606.0,1606.0,2717,Western Carolina,fcs,Southern,21.0,"[14, 0, 7, 0]",0.008156708674450064,,,7.4610249317,,,
401628581,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,29450.0,3630.0,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,45.0,"[7, 10, 21, 7]",0.9025691144714703,1431.0,1431.0,2448,North Carolina A&T,fcs,CAA,13.0,"[7, 3, 0, 3]",0.09743088552852974,,,4.0055730674,,,
401644727,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,16400.0,3965.0,UB Stadium,2084,Buffalo,fbs,Mid-American,30.0,"[13, 3, 7, 7]",0.9963644776637445,1357.0,1357.0,322,Lafayette,fcs,Patriot,13.0,"[0, 0, 6, 7]",0.0036355223362555256,,,4.5184667445,,,
401674274,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,5943.0,Duvall-Rosier Field,2986,Fairmont State,ii,Mountain East,56.0,"[7, 7, 21, 21]",,,,611,Seton Hill,ii,Pennsylvania State Athletic,24.0,"[0, 10, 0, 14]",,,,,,,
401674363,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,True,,4440.0,Sox Harrison Stadium,2205,Edinboro,ii,Pennsylvania State Athletic,12.0,"[3, 3, 0, 6]",,,,2188,East Stroudsburg,ii,Pennsylvania State Athletic,24.0,"[10, 0, 14, 0]",,,,,,,
401636387,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,11145.0,3817.0,Malone Stadium,2433,UL Monroe,fbs,Sun Belt,30.0,"[7, 7, 7, 9]",0.9698949195350997,1156.0,1156.0,2296,Jackson State,fcs,SWAC,14.0,"[0, 7, 7, 0]",0.030105080464900347,,,6.4645770987,,,
401628582,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,44206.0,3652.0,FBC Mortgage Stadium,2116,UCF,fbs,Big 12,57.0,"[6, 23, 28, 0]",0.9984304429832914,1578.0,1578.0,160,New Hampshire,fcs,CAA,3.0,"[0, 3, 0, 0]",0.0015695570167085782,,,3.4992540194,,,
401644730,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,18055.0,3786.0,Kelly/Shorts Stadium,2117,Central Michigan,fbs,Mid-American,66.0,"[14, 28, 24, 0]",0.990740332770375,1333.0,1333.0,2115,Central Connecticut,fcs,NEC,10.0,"[7, 0, 3, 0]",0.009259667229625013,,,3.5315915573,,,
401674525,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,6035.0,"Memorial Stadium (Wayne, NE)",2844,Wayne State (NE),ii,Northern Sun,49.0,"[7, 7, 21, 14]",,,,2402,Missouri S&T,ii,Great Lakes,17.0,"[0, 3, 0, 14]",,,,,,,
401675822,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,3638.0,MDU Resources Community Bowl,559,University of Mary,ii,Northern Sun,23.0,"[9, 7, 7, 0]",,,,2939,Jamestown,,,6.0,"[0, 0, 0, 6]",,,,,,,
401676074,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,True,,4431.0,Chryst Field at Biemesderfer Stadium,210,Millersville,ii,Pennsylvania State Athletic,7.0,"[0, 7, 0, 0]",,,,2134,Clarion,ii,Pennsylvania State Athletic,36.0,"[7, 0, 15, 14]",,,,,,,
401644729,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,12786.0,3700.0,Doyt L. Perry Stadium,189,Bowling Green,fbs,Mid-American,41.0,"[20, 7, 7, 7]",0.9928386384421355,1431.0,1431.0,2230,Fordham,fcs,Patriot,17.0,"[0, 3, 7, 7]",0.0071613615578645096,,,2.6308489164,,,
401628592,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,8096.0,3998.0,Zable Stadium,2729,William & Mary,fcs,CAA,41.0,"[14, 14, 13, 0]",0.998934559408119,,,2678,VMI,fcs,Southern,7.0,"[0, 7, 0, 0]",0.0010654405918809617,,,2.6764257434,,,
401628579,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,True,17244.0,3695.0,Delaware Stadium,48,Delaware,fcs,CAA,48.0,"[14, 20, 7, 7]",0.9915025125216215,,,2803,Bryant,fcs,CAA,17.0,"[3, 7, 0, 7]",0.00849748747837853,,,3.0604916608,,,
401634143,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,7219.0,4417.0,Five Star Stadium at the Moye Complex,2382,Mercer,fcs,Southern,63.0,"[14, 14, 14, 21]",0.9989699805437935,,,2506,Presbyterian,fcs,Pioneer,10.0,"[3, 0, 7, 0]",0.0010300194562065101,,,2.8773607294,,,
401634152,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,4378.0,3710.0,Ernest W. Spangler Stadium,2241,Gardner-Webb,fcs,Big South-OVC,20.0,"[3, 10, 7, 0]",0.5721206203546367,,,2747,Wofford,fcs,Southern,21.0,"[8, 3, 0, 10]",0.42787937964536327,,,7.0427787593,,,
401674295,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,5886.0,West Family Stadium,2699,West Liberty,ii,Mountain East,21.0,"[0, 7, 7, 7]",,,,2682,Walsh,ii,Great Midwest Athletic,41.0,"[20, 7, 7, 7]",,,,,,,
401674174,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,6062.0,Gable Field at Doc Wadley Stadium,196,Northeastern State,ii,Independent DII,31.0,"[14, 17, 0, 0]",,,,137,Missouri Western,ii,Mid America,33.0,"[14, 0, 13, 6]",,,,,,,
401674305,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,500.0,6212.0,Bishop Schmitt Field,112335,Wheeling,ii,Mountain East,25.0,"[7, 10, 0, 8]",,,,2385,Mercyhurst,fcs,NEC,28.0,"[7, 14, 7, 0]",,,,,,,
401674184,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,5134.0,Bearcat Stadium,138,Northwest Missouri State,ii,Mid America,22.0,"[0, 0, 9, 13]",,,,2364,Minnesota State,ii,Northern Sun,36.0,"[8, 14, 7, 7]",,,,,,,
401674221,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,6052.0,Herb Parker Stadium,568,Minot State,ii,Northern Sun,38.0,"[17, 7, 0, 14]",,,,628,Valley City State,,,7.0,"[0, 0, 7, 0]",,,,,,,
401674307,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,5874.0,Chet Anderson Stadium,132,Bemidji State,ii,Northern Sun,19.0,"[0, 0, 3, 10, 6]",,,,2392,Michigan Tech,ii,GLIAC,13.0,"[7, 0, 3, 3, 0]",,,,,,,
401675476,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,,6046.0,Meares Stadium,2369,Mars Hill,ii,South Atlantic,16.0,"[0, 7, 3, 6]",,,,2170,Delta State,ii,Gulf South,47.0,"[0, 10, 14, 23]",,,,,,,
401628320,2024,1,regular,2024-08-29T23:30:00.000Z,False,True,True,False,40127.0,3983.0,War Memorial Stadium (AR),8,Arkansas,fbs,SEC,70.0,"[28, 21, 7, 14]",0.9989700310726486,1454.0,1454.0,2029,Arkansas-Pine Bluff,fcs,SWAC,0.0,"[0, 0, 0, 0]",0.00102996892735141,,,2.5735528941,,,
401655664,2024,1,regular,2024-08-29T23:30:00.000Z,False,True,False,False,,3701.0,Drake Stadium,2181,Drake,fcs,Pioneer,0.0,[],,,,2825,Quincy,ii,Great Lakes,0.0,[],,,,,,,
401644728,2024,1,regular,2024-08-29T23:30:00.000Z,False,True,False,False,23515.0,3739.0,Glass Bowl,2649,Toledo,fbs,Mid-American,49.0,"[21, 7, 14, 7]",0.9854090128176071,1526.0,1526.0,2184,Duquesne,fcs,NEC,10.0,"[7, 3, 0, 0]",0.014590987182392934,,,3.6042805247,,,
401636606,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,True,False,20829.0,3486.0,Children's Mercy Park,2305,Kansas,fbs,Big 12,48.0,"[7, 27, 7, 7]",0.9989701373065328,1619.0,1619.0,2815,Lindenwood,fcs,Big South-OVC,3.0,"[0, 0, 0, 3]",0.001029862693467165,,,3.001620721,,,
401628448,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,50805.0,3953.0,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,17.0,"[0, 14, 0, 3]",0.8741646700190268,1492.0,1492.0,153,North Carolina,fbs,ACC,19.0,"[0, 7, 6, 6]",0.12583532998097324,1546.0,1546.0,8.3966898321,,,
401634206,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,49438.0,3726.0,Folsom Field,38,Colorado,fbs,Big 12,31.0,"[14, 3, 7, 7]",0.3704693385585345,1324.0,1324.0,2449,North Dakota State,fcs,MVFC,26.0,"[10, 10, 0, 6]",0.6295306614414655,,,6.0376176228,,,
401645317,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,20143.0,4729.0,Yulman Stadium,2655,Tulane,fbs,American Athletic,52.0,"[7, 14, 14, 17]",0.9989668126898874,1565.0,1565.0,2545,SE Louisiana,fcs,Southland,0.0,"[0, 0, 0, 0]",0.0010331873101125932,,,3.9545561472,,,
401628327,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,62621.0,3838.0,Memorial Stadium,142,Missouri,fbs,SEC,51.0,"[28, 7, 10, 6]",0.9989083251415593,1744.0,1744.0,93,Murray State,fcs,MVFC,0.0,"[0, 0, 0, 0]",0.0010916748584407499,,,2.1957671965,,,
401655860,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,3265.0,5116.0,O'Shaughnessy Stadium,2900,St. Thomas (MN),fcs,Pioneer,13.0,"[7, 0, 6, 0]",0.0012056173925438967,,,2894,Sioux Falls,ii,Northern Sun,34.0,"[8, 3, 9, 14]",0.9987943826074561,,,4.8571363888,,,
401674159,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,,5890.0,Lewis Field Stadium,2231,Fort Hays,ii,Mid America,21.0,"[14, 0, 0, 7]",,,,2025,Angelo State,ii,Lone Star,7.0,"[0, 7, 0, 0]",,,,,,,
401675538,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,,6049.0,"Memorial Stadium (Wichita Falls, TX)",2395,Midwestern State,ii,Lone Star,18.0,"[2, 3, 6, 7]",,,,2403,Missouri Southern State,ii,Mid America,11.0,"[3, 0, 0, 8]",,,,,,,
401673282,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,,5880.0,Elliott Field at Don Beebe Stadium,2123,Chadron State,ii,Rocky Mountain,6.0,"[0, 6, 0, 0]",,,,2438,Nebraska Kearney,ii,Mid America,18.0,"[7, 11, 0, 0]",,,,,,,
401645318,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,16483.0,3674.0,Chapman Stadium,202,Tulsa,fbs,American Athletic,62.0,"[14, 27, 7, 14]",0.9988522601651243,1248.0,1248.0,2466,Northwestern State,fcs,Southland,28.0,"[14, 0, 0, 14]",0.001147739834875705,,,4.1619627667,,,
401674150,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,True,,5942.0,Francis G. Welch Stadium,2214,Emporia State,ii,Mid America,30.0,"[0, 6, 10, 14]",,,,2687,Washburn,ii,Mid America,14.0,"[0, 0, 7, 7]",,,,,,,
401640998,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,18977.0,3662.0,AmFirst Stadium,55,Jacksonville State,fbs,Conference USA,27.0,"[3, 7, 0, 17]",0.006210418812854204,1538.0,1449.0,324,Coastal Carolina,fbs,Sun Belt,55.0,"[17, 14, 10, 14]",0.9937895811871458,1448.0,1537.0,2.3532792649,,,
401645316,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,21267.0,7221.0,Protective Stadium,5,UAB,fbs,American Athletic,41.0,"[14, 14, 3, 10]",0.998633095814721,1363.0,1363.0,2016,Alcorn State,fcs,SWAC,3.0,"[3, 0, 0, 0]",0.001366904185278961,,,3.2583396559,,,
401673254,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,True,,3860.0,O'Harra Stadium,613,South Dakota Mines,ii,Rocky Mountain,6.0,"[0, 3, 3, 0]",,,,2570,CSU Pueblo,ii,Rocky Mountain,35.0,"[7, 7, 14, 7]",,,,,,,
401673257,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,,6059.0,Sanchez Family Stadium,2424,New Mexico Highlands,ii,Rocky Mountain,37.0,"[7, 9, 14, 7]",,,,2201,Eastern New Mexico,ii,Lone Star,63.0,"[21, 7, 14, 21]",,,,,,,
401673279,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,,6076.0,Javelina Stadium,2658,Texas A&M-Kingsville,ii,Lone Star,13.0,"[7, 3, 3, 0]",,,,11,Colorado Mesa,ii,Rocky Mountain,16.0,"[8, 0, 0, 8]",,,,,,,
401654562,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,7435.0,1905.0,DakotaDome,233,South Dakota,fcs,MVFC,45.0,"[10, 21, 7, 7]",0.9980638710597333,,,425,Northern State,ii,Northern Sun,3.0,"[3, 0, 0, 0]",0.0019361289402667348,,,2.4587291553,,,
401675114,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,2014.0,3756.0,Homer Bryce Stadium,2617,Stephen F. Austin,fcs,Southland,77.0,"[42, 28, 0, 7]",,,,123086,North American,,,0.0,"[0, 0, 0, 0]",,,,1.8434041735,,,
401628583,2024,1,regular,2024-08-30T01:00:00.000Z,False,True,False,False,4612.0,3906.0,Roos Field,331,Eastern Washington,fcs,Big Sky,42.0,"[14, 14, 7, 7]",0.9986200424510411,,,2405,Monmouth,fcs,CAA,27.0,"[7, 7, 0, 13]",0.001379957548958921,,,3.9223201444,,,
401636607,2024,1,regular,2024-08-30T01:00:00.000Z,False,True,False,False,52210.0,587.0,Rice-Eccles Stadium,254,Utah,fbs,Big 12,49.0,"[7, 28, 7, 7]",0.9989529148338463,1622.0,1622.0,253,Southern Utah,fcs,UAC,0.0,"[0, 0, 0, 0]",0.001047085166153705,,,2.4892539854,,,
401654845,2024,1,regular,2024-08-30T01:00:00.000Z,False,True,False,False,43849.0,3832.0,"Memorial Stadium (Champaign, IL)",356,Illinois,fbs,Big Ten,45.0,"[14, 17, 7, 7]",0.998775795771694,1502.0,1502.0,2197,Eastern Illinois,fcs,Big South-OVC,0.0,"[0, 0, 0, 0]",0.0012242042283060472,,,2.616514081,,,
401643698,2024,1,regular,2024-08-30T02:00:00.000Z,False,True,False,False,13811.0,3935.0,CEFCU Stadium,23,San José State,fbs,Mountain West,42.0,"[7, 7, 7, 21]",0.9887113561234411,1544.0,1544.0,16,Sacramento State,fcs,Big Sky,24.0,"[14, 3, 7, 0]",0.011288643876558924,,,8.7463456016,,,
401645319,2024,1,regular,2024-08-30T22:00:00.000Z,False,True,False,False,23760.0,3841.0,Michie Stadium,349,Army,fbs,American Athletic,42.0,"[7, 14, 7, 14]",0.9979306489300219,1425.0,1425.0,2329,Lehigh,fcs,Patriot,7.0,"[7, 0, 0, 0]",0.002069351069978076,,,3.1009780986,,,
401656600,2024,1,regular,2024-08-30T23:00:00.000Z,False,True,False,False,5775.0,3607.0,Alfond Stadium,311,Maine,fcs,CAA,17.0,"[0, 10, 0, 7]",0.9249528354518197,,,2142,Colgate,fcs,Patriot,14.0,"[0, 7, 0, 7]",0.07504716454818028,,,6.2211452136,,,
401628328,2024,1,regular,2024-08-30T23:00:00.000Z,False,True,False,False,83329.0,3835.0,"Memorial Stadium (Norman, OK)",201,Oklahoma,fbs,SEC,51.0,"[17, 17, 3, 14]",0.9967305253633713,1786.0,1849.0,218,Temple,fbs,American Athletic,3.0,"[0, 0, 3, 0]",0.003269474636628744,1178.0,1115.0,2.6725263142,,,
401628453,2024,1,regular,2024-08-30T23:00:00.000Z,False,True,False,False,70271.0,3936.0,Spartan Stadium,127,Michigan State,fbs,Big Ten,16.0,"[2, 14, 0, 0]",0.8569259339139759,1392.0,1401.0,2226,Florida Atlantic,fbs,American Athletic,10.0,"[0, 3, 7, 0]",0.14307406608602413,1422.0,1413.0,6.7849495035,,,
401628584,2024,1,regular,2024-08-30T23:30:00.000Z,False,True,False,False,18466.0,3982.0,Wallace Wade Stadium,150,Duke,fbs,ACC,26.0,"[3, 7, 9, 7]",0.9964878761250934,1602.0,1602.0,2210,Elon,fcs,CAA,3.0,"[0, 0, 0, 3]",0.0035121238749066253,,,4.3623822452,,,
401628461,2024,1,regular,2024-08-31T01:00:00.000Z,False,True,False,False,75158.0,347.0,Camp Randall Stadium,275,Wisconsin,fbs,Big Ten,28.0,"[0, 10, 3, 15]",0.5495450669632155,1587.0,1593.0,2711,Western Michigan,fbs,Mid-American,14.0,"[0, 7, 0, 7]",0.4504549330367845,1315.0,1309.0,7.098240234,,,
401634300,2024,1,regular,2024-08-31T02:30:00.000Z,False,True,False,False,36026.0,3940.0,Stanford Stadium,24,Stanford,fbs,ACC,27.0,"[7, 10, 0, 10]",0.10769287584413943,1286.0,1295.0,2628,TCU,fbs,Big 12,34.0,"[7, 3, 10, 14]",0.8923071241558606,1587.0,1578.0,9.2635770293,,,
401643703,2024,1,regular,2024-08-31T04:00:00.000Z,True,True,False,False,17037.0,3905.0,Maverik Stadium,328,Utah State,fbs,Mountain West,36.0,"[7, 3, 10, 16]",0.9971715241134939,1346.0,1346.0,2523,Robert Morris,fcs,NEC,14.0,"[0, 14, 0, 0]",0.0028284758865061432,,,6.7617772711,,,
401628333,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,,3973.0,FirstBank Stadium,238,Vanderbilt,fbs,SEC,34.0,"[3, 14, 3, 7, 7]",0.9759708097958583,1284.0,1313.0,259,Virginia Tech,fbs,ACC,27.0,"[0, 3, 10, 14, 0]",0.024029190204141737,1604.0,1575.0,7.7799416184,,,
401628450,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,69250.0,3793.0,Kinnick Stadium,2294,Iowa,fbs,Big Ten,40.0,"[3, 3, 13, 21]",0.9981064825554675,1550.0,1550.0,2287,Illinois State,fcs,MVFC,0.0,"[0, 0, 0, 0]",0.0018935174445324776,,,4.289131329,,,
401634305,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,44616.0,3752.0,Acrisure Stadium,221,Pittsburgh,fbs,ACC,55.0,"[14, 14, 14, 13]",0.9944918416705909,1436.0,1486.0,2309,Kent State,fbs,Mid-American,24.0,"[7, 7, 10, 0]",0.005508158329409096,1158.0,1108.0,4.2275134344,,,
401632062,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,47067.0,3873.0,L&N Federal Credit Union Stadium,97,Louisville,fbs,ACC,62.0,"[10, 28, 21, 3]",0.9989252517275378,1625.0,1625.0,2046,Austin Peay,fcs,UAC,0.0,"[0, 0, 0, 0]",0.0010747482724622337,,,2.3632203342,,,
401628451,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,35421.0,3665.0,SECU Stadium,120,Maryland,fbs,Big Ten,50.0,"[14, 9, 13, 14]",0.9988002754401627,1630.0,1703.0,41,UConn,fbs,FBS Independents,7.0,"[0, 0, 7, 0]",0.0011997245598373008,1230.0,1157.0,3.0293093219,,,
401645322,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,28763.0,3852.0,Navy-Marine Corps Memorial Stadium,2426,Navy,fbs,American Athletic,49.0,"[6, 22, 7, 14]",0.9984703617023533,1368.0,1368.0,2083,Bucknell,fcs,Patriot,21.0,"[7, 0, 7, 7]",0.0015296382976467404,,,3.4538485468,,,
401628323,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,True,False,78827.0,5348.0,Mercedes-Benz Stadium,61,Georgia,fbs,SEC,34.0,"[0, 6, 14, 14]",0.996798246718009,2015.0,2066.0,228,Clemson,fbs,ACC,3.0,"[0, 0, 3, 0]",0.0032017532819910155,1676.0,1625.0,3.9981808014,,Aflac Kickoff,
401654646,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,2850.0,3988.0,Welcome Stadium,2168,Dayton,fcs,Pioneer,18.0,"[9, 0, 9, 0]",0.8070310954135067,,,2598,Saint Francis,fcs,NEC,10.0,"[0, 3, 7, 0]",0.1929689045864933,,,5.260184154,,,
401654657,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,2258.0,3979.0,Wagner College Stadium,2681,Wagner,fcs,NEC,46.0,"[19, 13, 14, 0]",0.9989348373775856,,,2355,Virginia Lynchburg,,,7.0,"[0, 7, 0, 0]",0.0010651626224144062,,,2.9149187813,,,
401628457,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,62084.0,3842.0,Milan Puskar Stadium,277,West Virginia,fbs,Big 12,12.0,"[0, 6, 0, 6]",0.0009582824377984128,1574.0,1546.0,213,Penn State,fbs,Big Ten,34.0,"[0, 20, 7, 7]",0.9990417175622016,1833.0,1861.0,3.2059023853,,,
401634169,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,59488.0,3907.0,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,49.0,"[7, 14, 14, 14]",0.9989614643903625,1492.0,1492.0,282,Indiana State,fcs,MVFC,0.0,"[0, 0, 0, 0]",0.0010385356096375142,,,3.120175037,,,
401654641,2024,1,regular,2024-08-31T16:30:00.000Z,False,True,False,False,,3847.0,Cooper Field,46,Georgetown,fcs,Patriot,46.0,"[12, 10, 21, 3]",0.9983093472263984,,,2166,Davidson,fcs,Pioneer,24.0,"[3, 14, 0, 7]",0.0016906527736015864,,,4.58337086,,,
401628330,2024,1,regular,2024-08-31T16:45:00.000Z,False,True,False,False,101915.0,3853.0,Neyland Stadium,2633,Tennessee,fbs,SEC,69.0,"[24, 21, 10, 14]",0.9989676752583595,1751.0,1751.0,236,Chattanooga,fcs,Southern,3.0,"[0, 0, 3, 0]",0.0010323247416405001,,,2.0752113158,,,
401677383,2024,1,regular,2024-08-31T17:00:00.000Z,False,True,False,True,,6221.0,Mitchell Stadium,124180,Bluefield State,ii,CIAA,3.0,"[3, 0, 0, 0]",,,,2736,Winston-Salem State,ii,CIAA,34.0,"[14, 13, 7, 0]",,,,,,,
401675586,2024,1,regular,2024-08-31T17:00:00.000Z,False,True,False,True,,5945.0,Wildcat Stadium (GA),2232,Fort Valley State,ii,SIAC,42.0,"[14, 7, 7, 14]",,,,2805,Clark Atlanta,ii,SIAC,45.0,"[13, 13, 6, 13]",,,,,,,
401655657,2024,1,regular,2024-08-31T17:00:00.000Z,False,True,False,False,3109.0,3664.0,Butler Bowl,2086,Butler,fcs,Pioneer,40.0,"[6, 13, 14, 7]",0.9981541335142878,,,389,Upper Iowa,ii,Great Lakes,7.0,"[0, 7, 0, 0]",0.0018458664857121665,,,4.4578356316,,,
