id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,playoff,home_pregame_offense_ppa,home_pregame_offense_successRate,home_pregame_offense_explosiveness,home_pregame_defense_ppa,home_pregame_defense_successRate,home_pregame_defense_explosiveness,away_pregame_offense_ppa,away_pregame_offense_successRate,away_pregame_offense_explosiveness,away_pregame_defense_ppa,away_pregame_defense_successRate,away_pregame_defense_explosiveness
400869090,2016,1,regular,2016-08-27 02:00:00+00:00,False,True,True,False,61247.0,5221.0,ANZ Stadium,25,California,fbs,Pac-12,51.0,"[17, 17, 7, 10]",0.9918585261661388,1571.0,1582.0,62,Hawai'i,fbs,Mountain West,31.0,"[14, 0, 10, 7]",0.0081414738338613,1133.0,1122.0,1.39835325449999,https://www.youtube.com/watch?v=StmLbXvi9zc,,,,,,,,,,,,,,
400869502,2016,1,regular,2016-09-01 23:00:00+00:00,False,True,False,False,28520.0,3854.0,Nippert Stadium,2132,Cincinnati,fbs,American Athletic,28.0,"[0, 6, 8, 14]",0.9997467597116898,,,2630,UT Martin,fcs,OVC,7.0,"[7, 0, 0, 0]",0.0002532402883101,,,4.20041289929999,https://www.youtube.com/watch?v=y4dd5UA2qIU,,,,,,,,,,,,,,
400869421,2016,1,regular,2016-09-01 23:00:00+00:00,False,True,False,False,24398.0,3630.0,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,7.0,"[0, 7, 0, 0]",0.3501753563666357,1373.0,1371.0,2655,Tulane,fbs,American Athletic,3.0,"[3, 0, 0, 0]",0.6498246436333642,1205.0,1207.0,4.6475834101,https://www.youtube.com/watch?v=JcL8kugBcxk,,,,,,,,,,,,,,
400869257,2016,1,regular,2016-09-01 23:00:00+00:00,False,True,False,False,16215.0,3786.0,Kelly/Shorts Stadium,2117,Central Michigan,fbs,Mid-American,49.0,"[7, 7, 14, 21]",0.9999862945711252,,,2506,Presbyterian,fcs,Big South,3.0,"[0, 3, 0, 0]",1.370542887479953e-05,,,0.3855209411,https://www.youtube.com/watch?v=Z1iHuWDdP0U,,,,,,,,,,,,,,
400869503,2016,1,regular,2016-09-01 23:00:00+00:00,False,True,False,False,29377.0,3892.0,Pratt & Whitney Stadium,41,UConn,fbs,American Athletic,24.0,"[0, 7, 7, 10]",0.5221430353900159,,,311,Maine,fcs,CAA,21.0,"[7, 0, 7, 7]",0.477856964609984,,,5.9309105987,https://www.youtube.com/watch?v=jDRT-hFNxlQ,,,,,,,,,,,,,,
400869341,2016,1,regular,2016-09-01 23:00:00+00:00,False,True,False,False,0.0,3873.0,L&N Federal Credit Union Stadium,97,Louisville,fbs,ACC,70.0,"[28, 28, 7, 7]",0.9999412181508616,1614.0,1719.0,2429,Charlotte,fbs,Conference USA,14.0,"[0, 0, 7, 7]",5.878184913832296e-05,1134.0,1029.0,0.0472769083000005,https://www.youtube.com/watch?v=BmcrJftE6qA,,,,,,,,,,,,,,
400869422,2016,1,regular,2016-09-01 23:30:00+00:00,False,True,False,False,57774.0,3670.0,Carter-Finley Stadium,152,NC State,fbs,ACC,48.0,"[7, 21, 7, 13]",0.998223036141082,,,2729,William & Mary,fcs,CAA,14.0,"[7, 0, 7, 0]",0.0017769638589179,,,0.443644532799999,https://www.youtube.com/watch?v=Q8G1u34bJFI,,,,,,,,,,,,,,
400869342,2016,1,regular,2016-09-01 23:30:00+00:00,False,True,False,False,16089.0,218.0,FIU Stadium,2229,Florida International,fbs,Conference USA,13.0,"[3, 7, 3, 0]",0.0055914593005799,1269.0,1240.0,84,Indiana,fbs,Big Ten,34.0,"[5, 7, 0, 22]",0.99440854069942,1493.0,1522.0,6.15802906329999,,,,,,,,,,,,,,,
400868977,2016,1,regular,2016-09-01 23:30:00+00:00,False,True,False,False,100074.0,3853.0,Neyland Stadium,2633,Tennessee,fbs,SEC,20.0,"[3, 0, 3, 7, 7]",0.1654061495013877,1740.0,1741.0,2026,App State,fbs,Sun Belt,13.0,"[7, 6, 0, 0, 0]",0.8345938504986123,1590.0,1589.0,8.28180407609999,https://www.youtube.com/watch?v=5tyIOGeC6kk,,,,,,,,,,,,,,
400869347,2016,1,regular,2016-09-02 00:00:00+00:00,False,True,False,True,19286.0,3796.0,Houchens Industries-L.T. Smith Stadium,98,Western Kentucky,fbs,Conference USA,46.0,"[16, 14, 6, 10]",0.999624083436825,1747.0,1777.0,242,Rice,fbs,Conference USA,14.0,"[0, 7, 7, 0]",0.000375916563175,1254.0,1224.0,1.27513252699999,,,,,,,,,,,,,,,
400869091,2016,1,regular,2016-09-02 00:00:00+00:00,False,True,False,False,45945.0,587.0,Rice-Eccles Stadium,254,Utah,fbs,Pac-12,24.0,"[3, 14, 0, 7]",0.9998455954979584,,,253,Southern Utah,fcs,Big Sky,0.0,"[0, 0, 0, 0]",0.0001544045020416,,,0.603652736499999,https://www.youtube.com/watch?v=KGDYa9nUeSY,,,,,,,,,,,,,,
400868968,2016,1,regular,2016-09-02 00:00:00+00:00,False,True,False,True,30304.0,3973.0,FirstBank Stadium,238,Vanderbilt,fbs,SEC,10.0,"[3, 7, 0, 0]",0.0661644560353232,1391.0,1396.0,2579,South Carolina,fbs,SEC,13.0,"[0, 0, 3, 10]",0.9338355439646768,1553.0,1548.0,6.9604738657,,,,,,,,,,,,,,,
400869173,2016,1,regular,2016-09-02 00:00:00+00:00,False,True,False,False,23008.0,3905.0,Maverik Stadium,328,Utah State,fbs,Mountain West,45.0,"[14, 7, 10, 14]",0.999934330485306,,,2692,Weber State,fcs,Big Sky,6.0,"[0, 6, 0, 0]",6.566951469388904e-05,,,0.5700012644,,,,,,,,,,,,,,,
400869725,2016,1,regular,2016-09-02 01:00:00+00:00,False,True,False,False,0.0,3791.0,Kibbie Dome,70,Idaho,fbs,Sun Belt,20.0,"[17, 3, 0, 0]",0.5395032260746573,,,147,Montana State,fcs,Big Sky,17.0,"[7, 3, 7, 0]",0.4604967739253427,,,5.5256083905,https://www.youtube.com/watch?v=AmDtKjCd6eM,,,,,,,,,,,,,,
400869092,2016,1,regular,2016-09-02 01:00:00+00:00,False,True,False,False,44582.0,3953.0,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,30.0,"[0, 17, 0, 13]",0.9891794854690504,1561.0,1555.0,204,Oregon State,fbs,Pac-12,23.0,"[7, 7, 9, 0]",0.0108205145309494,1264.0,1270.0,8.7782677418,https://www.youtube.com/watch?v=p0adxThXxMk,,,,,,,,,,,,,,
400869177,2016,1,regular,2016-09-02 01:00:00+00:00,False,True,False,False,20221.0,3971.0,University Stadium (NM),167,New Mexico,fbs,Mountain West,48.0,"[14, 21, 6, 7]",0.9999693488496986,,,233,South Dakota,fcs,MVFC,21.0,"[14, 0, 7, 0]",3.065115030143062e-05,,,2.3741340998,,,,,,,,,,,,,,,
400869174,2016,1,regular,2016-09-02 02:00:00+00:00,False,True,True,False,18575.0,3914.0,Sam Boyd Stadium,2439,UNLV,fbs,Mountain West,63.0,"[28, 14, 21, 0]",0.9999617023620184,,,2296,Jackson State,fcs,SWAC,13.0,"[7, 3, 0, 3]",3.8297637981465904e-05,,,0.0476914509999992,https://www.youtube.com/watch?v=yBsttADj8_U,,,,,,,,,,,,,,
400869263,2016,1,regular,2016-09-02 22:00:00+00:00,False,True,False,False,14221.0,3912.0,Rynearson Stadium,2199,Eastern Michigan,fbs,Mid-American,61.0,"[21, 7, 26, 7]",0.9996896402311556,,,2400,Mississippi Valley State,fcs,SWAC,14.0,"[0, 0, 0, 14]",0.0003103597688444,,,0.0437527349999991,,,,,,,,,,,,,,,
400869259,2016,1,regular,2016-09-02 23:00:00+00:00,False,True,False,False,18657.0,3965.0,UB Stadium,2084,Buffalo,fbs,Mid-American,16.0,"[0, 13, 3, 0]",0.3377445758841417,,,399,UAlbany,fcs,CAA,22.0,"[7, 7, 0, 8]",0.6622554241158582,,,6.2847696991,,,,,,,,,,,,,,,
400869258,2016,1,regular,2016-09-02 23:00:00+00:00,False,True,False,False,12233.0,3495.0,Georgia Dome,2247,Georgia State,fbs,Sun Belt,21.0,"[7, 7, 0, 7]",0.0227128105091969,1396.0,1362.0,2050,Ball State,fbs,Mid-American,31.0,"[7, 7, 3, 14]",0.9772871894908032,1248.0,1282.0,5.9198317816,,,,,,,,,,,,,,,
400869651,2016,1,regular,2016-09-02 23:00:00+00:00,False,True,False,False,74516.0,3936.0,Spartan Stadium,127,Michigan State,fbs,Big Ten,28.0,"[7, 7, 7, 7]",0.9972358755452686,,,231,Furman,fcs,Southern,13.0,"[0, 3, 3, 7]",0.0027641244547313,,,0.4020657328,https://www.youtube.com/watch?v=RKXQ8pSXLZ8,,,,,,,,,,,,,,
