gameId,season,seasonType,week,team,opponent,offense_plays,offense_drives,offense_ppa,offense_totalPPA,offense_successRate,offense_explosiveness,offense_powerSuccess,offense_stuffRate,offense_lineYards,offense_lineYardsTotal,offense_secondLevelYards,offense_secondLevelYardsTotal,offense_openFieldYards,offense_openFieldYardsTotal,offense_standardDowns_ppa,offense_standardDowns_successRate,offense_standardDowns_explosiveness,offense_passingDowns_ppa,offense_passingDowns_successRate,offense_passingDowns_explosiveness,offense_rushingPlays_ppa,offense_rushingPlays_totalPPA,offense_rushingPlays_successRate,offense_rushingPlays_explosiveness,offense_passingPlays_ppa,offense_passingPlays_totalPPA,offense_passingPlays_successRate,offense_passingPlays_explosiveness,defense_plays,defense_drives,defense_ppa,defense_totalPPA,defense_successRate,defense_explosiveness,defense_powerSuccess,defense_stuffRate,defense_lineYards,defense_lineYardsTotal,defense_secondLevelYards,defense_secondLevelYardsTotal,defense_openFieldYards,defense_openFieldYardsTotal,defense_standardDowns_ppa,defense_standardDowns_successRate,defense_standardDowns_explosiveness,defense_passingDowns_ppa,defense_passingDowns_successRate,defense_passingDowns_explosiveness,defense_rushingPlays_ppa,defense_rushingPlays_totalPPA,defense_rushingPlays_successRate,defense_rushingPlays_explosiveness,defense_passingPlays_ppa,defense_passingPlays_totalPPA,defense_passingPlays_successRate,defense_passingPlays_explosiveness
401403853,2022,regular,1,Hawai'i,Vanderbilt,80.0,15.0,-0.19650447325127005,-15.720357860101604,0.375,1.0798936085332713,0.6666666666666666,0.125,4.020833333333333,97.0,1.5833333333333333,38.0,2.4583333333333335,59.0,0.002498496927109412,0.5094339622641509,1.0288150796874427,-0.587139933231052,0.1111111111111111,1.539600368145728,-0.3632207334284747,-8.717297602283393,0.4583333333333333,1.1427340700441164,-0.12505464746103948,-7.00306025781821,0.3392857142857143,1.043512288711203,69.0,13.0,0.40189359945001907,27.73065836205132,0.5217391304347826,1.5011879863283328,1.0,0.13953488372093023,3.9627906976744187,170.0,1.9767441860465116,85.0,4.883720930232558,210.0,0.44658182943106145,0.5833333333333334,1.2773930086255207,0.2997490737790651,0.38095238095238093,2.2844704082881755,0.6158892647586098,26.483238384620222,0.6046511627906976,1.3970727478065401,0.04797769143965751,1.2474199774310952,0.38461538461538464,1.771887606484994
401403853,2022,regular,1,Vanderbilt,Hawai'i,69.0,13.0,0.40189359945001907,27.73065836205132,0.5217391304347826,1.5011879863283328,1.0,0.13953488372093023,3.9627906976744187,170.0,1.9767441860465116,85.0,4.883720930232558,210.0,0.44658182943106145,0.5833333333333334,1.2773930086255207,0.2997490737790651,0.38095238095238093,2.2844704082881755,0.6158892647586098,26.483238384620222,0.6046511627906976,1.3970727478065401,0.04797769143965751,1.2474199774310952,0.38461538461538464,1.771887606484994,80.0,15.0,-0.19650447325127005,-15.720357860101604,0.375,1.0798936085332713,0.6666666666666666,0.125,4.020833333333333,97.0,1.5833333333333333,38.0,2.4583333333333335,59.0,0.002498496927109412,0.5094339622641509,1.0288150796874427,-0.587139933231052,0.1111111111111111,1.539600368145728,-0.3632207334284747,-8.717297602283393,0.4583333333333333,1.1427340700441164,-0.12505464746103948,-7.00306025781821,0.3392857142857143,1.043512288711203
401403854,2022,regular,1,Alabama,Utah State,72.0,13.0,0.46164924568136234,33.23874568905809,0.5416666666666666,1.4183748211868092,1.0,0.22580645161290322,3.393548387096774,105.0,1.8387096774193548,57.0,4.709677419354839,146.0,0.2782374057379861,0.5454545454545454,1.130715168487995,1.0550404925569912,0.5294117647058824,2.377240330182857,0.3482674776698935,10.7962918077667,0.5806451612903226,1.1445128660362716,0.5473769239339363,22.44245388129139,0.5121951219512195,1.6531136398872703,59.0,13.0,-0.23257729311773595,-13.72206029394642,0.22033898305084745,1.1572757646546288,0.6666666666666666,0.3783783783783784,1.6405405405405404,61.0,0.5675675675675675,21.0,0.0,0.0,-0.2650062152407889,0.24324324324324326,0.9615228733526677,-0.1780377422744196,0.18181818181818182,1.5977197700840409,-0.20297506054090733,-7.510077240013571,0.24324324324324326,1.1394719819090897,-0.2823628660878568,-6.211983053932849,0.18181818181818182,1.1973342758320915
401403854,2022,regular,1,Utah State,Alabama,59.0,13.0,-0.23257729311773595,-13.72206029394642,0.22033898305084745,1.1572757646546288,0.6666666666666666,0.3783783783783784,1.6405405405405404,61.0,0.5675675675675675,21.0,0.0,0.0,-0.2650062152407889,0.24324324324324326,0.9615228733526677,-0.1780377422744196,0.18181818181818182,1.5977197700840409,-0.20297506054090733,-7.510077240013571,0.24324324324324326,1.1394719819090897,-0.2823628660878568,-6.211983053932849,0.18181818181818182,1.1973342758320915,72.0,13.0,0.46164924568136234,33.23874568905809,0.5416666666666666,1.4183748211868092,1.0,0.22580645161290322,3.393548387096774,105.0,1.8387096774193548,57.0,4.709677419354839,146.0,0.2782374057379861,0.5454545454545454,1.130715168487995,1.0550404925569912,0.5294117647058824,2.377240330182857,0.3482674776698935,10.7962918077667,0.5806451612903226,1.1445128660362716,0.5473769239339363,22.44245388129139,0.5121951219512195,1.6531136398872703
401403855,2022,regular,1,Arkansas,Cincinnati,71.0,13.0,0.22432843143692324,15.927318632021551,0.38028169014084506,1.3967158433089757,1.0,0.23255813953488372,2.958139534883721,127.0,1.255813953488372,54.0,1.5581395348837208,67.0,0.15542079980963588,0.40816326530612246,1.2678746451691723,0.377804520061336,0.3181818181818182,1.7648335522798422,0.09271916103262216,3.9869239244027526,0.3488372093023256,1.1170621016695215,0.42644266812924275,11.940394707618799,0.42857142857142855,1.7462830203582935,73.0,13.0,0.2427224751656069,17.718740687089305,0.410958904109589,1.5335660964575153,1.0,0.10714285714285714,3.267857142857143,92.0,1.0357142857142858,29.0,1.0,28.0,0.12378809351998983,0.4583333333333333,1.2661889676597406,0.4710764879251917,0.32,2.2688532006513955,0.1557469159647476,4.360913647012932,0.42857142857142855,0.983519032386565,0.29684060089058606,13.357827040076373,0.4,1.900264139171482
401403855,2022,regular,1,Cincinnati,Arkansas,73.0,13.0,0.2427224751656069,17.718740687089305,0.410958904109589,1.5335660964575153,1.0,0.10714285714285714,3.267857142857143,92.0,1.0357142857142858,29.0,1.0,28.0,0.12378809351998983,0.4583333333333333,1.2661889676597406,0.4710764879251917,0.32,2.2688532006513955,0.1557469159647476,4.360913647012932,0.42857142857142855,0.983519032386565,0.29684060089058606,13.357827040076373,0.4,1.900264139171482,71.0,13.0,0.22432843143692324,15.927318632021551,0.38028169014084506,1.3967158433089757,1.0,0.23255813953488372,2.958139534883721,127.0,1.255813953488372,54.0,1.5581395348837208,67.0,0.15542079980963588,0.40816326530612246,1.2678746451691723,0.377804520061336,0.3181818181818182,1.7648335522798422,0.09271916103262216,3.9869239244027526,0.3488372093023256,1.1170621016695215,0.42644266812924275,11.940394707618799,0.42857142857142855,1.7462830203582935
401403856,2022,regular,1,Auburn,Mercer,62.0,12.0,0.4373442479997497,27.115343375984484,0.5483870967741935,1.3404385005088941,0.875,0.07317073170731707,3.5195121951219512,144.0,1.3658536585365855,56.0,2.5365853658536586,104.0,0.6153485233910321,0.6382978723404256,1.2670326718169809,-0.12040248155960181,0.26666666666666666,1.8909822156982448,0.42620312020608314,17.47432792844941,0.5609756097560976,1.2505252422892232,0.6499662992231273,12.349359685239419,0.5789473684210527,1.5284389495136608,66.0,11.0,0.08959264930415918,5.913114854074506,0.2878787878787879,1.2944035365120534,1.0,0.23333333333333334,2.19,66.0,0.4,12.0,0.0,0.0,-0.13749927850828927,0.2857142857142857,0.9119853998761995,0.34598676135047196,0.2903225806451613,1.7193125772185576,-0.13409551540788328,-4.022865462236499,0.16666666666666666,0.7046122414796778,0.2759994532308613,9.935980316311005,0.3888888888888889,1.5050432847379018
401403856,2022,regular,1,Mercer,Auburn,66.0,11.0,0.08959264930415918,5.913114854074506,0.2878787878787879,1.2944035365120534,1.0,0.23333333333333334,2.19,66.0,0.4,12.0,0.0,0.0,-0.13749927850828927,0.2857142857142857,0.9119853998761995,0.34598676135047196,0.2903225806451613,1.7193125772185576,-0.13409551540788328,-4.022865462236499,0.16666666666666666,0.7046122414796778,0.2759994532308613,9.935980316311005,0.3888888888888889,1.5050432847379018,62.0,12.0,0.4373442479997497,27.115343375984484,0.5483870967741935,1.3404385005088941,0.875,0.07317073170731707,3.5195121951219512,144.0,1.3658536585365855,56.0,2.5365853658536586,104.0,0.6153485233910321,0.6382978723404256,1.2670326718169809,-0.12040248155960181,0.26666666666666666,1.8909822156982448,0.42620312020608314,17.47432792844941,0.5609756097560976,1.2505252422892232,0.6499662992231273,12.349359685239419,0.5789473684210527,1.5284389495136608
401403857,2022,regular,1,Florida,Utah,63.0,10.0,0.4132533319834936,26.034959914960098,0.5873015873015873,1.0439975279918254,1.0,0.10256410256410256,4.0,156.0,1.7692307692307692,69.0,3.1794871794871793,124.0,0.39327100127058046,0.6326530612244898,0.9590863448303296,0.4831914894786896,0.42857142857142855,1.482705307659554,0.37386507165942606,14.580737794717615,0.5897435897435898,0.8874294541224411,0.4772592550101034,11.454222120242482,0.5833333333333334,1.3012165064915282,71.0,9.0,0.22226426628312235,15.780762906101685,0.5352112676056338,1.0109211432906047,0.6666666666666666,0.15384615384615385,3.6384615384615384,142.0,1.2307692307692308,48.0,1.358974358974359,53.0,0.08606390470510912,0.5454545454545454,0.8093417554811069,0.6904530092075427,0.5,1.7668438475762211,0.25142621181900976,9.80562226094138,0.5641025641025641,0.8987396926561182,0.18672314516125957,5.975140645160306,0.5,1.1651706379130233
401403857,2022,regular,1,Utah,Florida,71.0,9.0,0.22226426628312235,15.780762906101685,0.5352112676056338,1.0109211432906047,0.6666666666666666,0.15384615384615385,3.6384615384615384,142.0,1.2307692307692308,48.0,1.358974358974359,53.0,0.08606390470510912,0.5454545454545454,0.8093417554811069,0.6904530092075427,0.5,1.7668438475762211,0.25142621181900976,9.80562226094138,0.5641025641025641,0.8987396926561182,0.18672314516125957,5.975140645160306,0.5,1.1651706379130233,63.0,10.0,0.4132533319834936,26.034959914960098,0.5873015873015873,1.0439975279918254,1.0,0.10256410256410256,4.0,156.0,1.7692307692307692,69.0,3.1794871794871793,124.0,0.39327100127058046,0.6326530612244898,0.9590863448303296,0.4831914894786896,0.42857142857142855,1.482705307659554,0.37386507165942606,14.580737794717615,0.5897435897435898,0.8874294541224411,0.4772592550101034,11.454222120242482,0.5833333333333334,1.3012165064915282
